40
30
3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
1.5,5.1,4.1,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
5.3,6.0,7.2,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
6.7,2.7,9.4,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
1.5,5.1,4.1,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
5.3,6.0,7.2,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
6.7,2.7,9.4,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
1.5,5.1,4.1,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
5.3,6.0,7.2,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
6.7,2.7,9.4,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
1.5,5.1,4.1,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
5.3,6.0,7.2,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
6.7,2.7,9.4,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
1.5,5.1,4.1,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
5.3,6.0,7.2,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5
6.7,2.7,9.4,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5,3.6,2.5,8.5

